pixel_number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,CTOF
3495,0,0,0,0,0,0,0,0,1,1,2,3,6,7,8,8,10,11,7,10,13,10,10,8,6,4,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3496,0,0,0,0,0,0,0,0,2,1,1,4,6,7,9,8,13,5,7,11,10,8,7,13,5,5,3,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3497,0,0,0,0,0,0,0,1,1,3,2,0,4,6,11,7,7,7,7,9,21,10,7,3,7,3,3,4,1,3,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3498,0,0,0,0,0,0,0,2,0,2,1,1,3,2,9,9,14,8,7,11,13,6,8,6,9,7,5,1,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3499,0,0,0,0,0,0,0,0,0,1,0,2,9,6,8,9,7,14,8,14,11,10,7,8,2,6,3,4,2,3,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3500,0,0,0,0,0,0,0,0,0,0,5,2,6,5,5,8,6,8,12,12,19,6,9,6,3,6,4,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3501,0,0,0,0,0,0,0,0,1,1,2,1,1,6,8,7,10,8,8,16,15,6,12,7,3,3,5,4,2,2,0,3,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3502,0,0,0,0,0,0,0,0,0,0,1,0,1,4,9,8,6,8,7,16,6,9,8,6,7,7,7,3,4,4,0,4,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3503,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,7,11,13,12,7,6,11,6,5,10,5,4,6,4,3,5,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3504,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,4,5,13,3,9,11,11,9,8,10,5,7,3,7,1,3,5,0,1,5,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,7,9,10,12,3,8,6,10,9,9,8,5,4,2,4,3,3,4,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3506,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,4,8,6,8,9,9,11,9,11,7,5,7,8,5,6,4,1,4,1,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3507,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,6,5,1,10,7,5,6,8,11,9,7,7,10,9,8,4,2,3,3,0,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,4,2,6,6,9,7,9,9,11,12,13,4,9,8,3,7,1,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3509,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,4,6,7,8,10,10,9,8,9,10,6,12,4,4,6,6,4,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,7,11,6,10,15,11,13,8,12,5,8,3,4,4,1,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3511,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,3,2,2,4,10,5,9,12,16,13,7,9,6,6,5,6,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,7,7,2,5,14,10,14,9,7,3,10,11,4,12,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,5,4,3,8,13,11,9,9,7,11,6,14,5,4,4,3,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,6,4,8,9,8,15,10,15,7,10,8,4,5,3,2,4,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,6,5,8,8,10,9,8,10,11,6,7,7,4,2,7,1,2,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,1,9,6,8,9,12,8,12,5,11,3,12,6,4,3,2,1,4,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,5,3,11,5,7,10,5,11,14,8,8,5,5,3,3,3,1,2,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
3518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,6,7,9,3,6,7,13,8,13,10,8,7,4,3,0,3,1,0,1,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8
3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,7,9,8,10,9,4,7,9,8,11,8,8,1,3,3,5,1,1,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,8
3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,6,6,6,5,6,6,7,6,10,8,8,7,8,7,5,1,3,5,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,8
3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,2,5,3,6,2,6,6,16,4,8,16,11,3,3,7,3,2,5,0,3,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,8
3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,1,5,2,5,7,4,17,5,7,11,9,5,4,5,4,4,2,2,11,1,0,3,4,0,0,0,1,0,0,0,0,0,0,0,8
3523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,7,5,6,6,4,11,9,10,10,11,6,2,5,2,2,5,4,4,2,3,2,1,1,0,0,0,0,1,0,0,0,8
3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,5,7,7,4,11,7,7,5,10,5,6,4,3,2,8,3,3,3,1,2,3,2,0,1,1,1,0,0,0,0,8
3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,4,7,6,6,13,7,6,4,6,8,7,7,3,8,4,2,5,2,1,0,2,0,1,1,0,0,0,0,0,8
3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,2,3,4,2,3,6,6,7,5,12,11,9,6,7,6,6,1,8,2,3,0,2,3,0,1,1,0,0,0,1,8
3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2,2,1,5,3,2,9,6,6,11,5,11,9,5,7,5,6,2,2,1,2,2,2,1,0,0,1,2,1,8
3528,0,0,1,0,1,1,5,3,2,2,6,10,14,4,6,3,2,3,4,2,2,2,3,3,2,5,0,7,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3529,0,0,1,1,1,1,4,3,3,3,3,3,4,3,6,3,3,4,8,6,7,3,4,8,4,1,4,3,2,3,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3530,0,0,0,0,1,0,1,3,3,2,2,0,2,8,7,4,10,7,6,6,11,8,7,5,7,4,6,4,3,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3531,0,0,0,0,0,0,0,0,1,3,3,4,1,4,6,5,6,6,3,7,13,7,11,7,3,5,6,4,9,1,3,1,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
3532,0,0,1,0,0,1,2,1,1,0,2,0,2,2,6,6,5,1,6,4,8,14,15,14,7,6,4,2,5,5,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3533,0,0,1,0,0,0,0,0,0,1,2,4,6,8,13,12,12,8,10,10,6,7,6,7,4,5,1,4,2,1,3,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3534,0,0,1,0,0,1,0,1,2,3,10,12,20,16,16,15,12,13,4,11,4,2,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6,2,8,10,7,21,24,19,21,8,12,3,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,8
3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2,8,4,18,14,14,30,16,9,14,5,6,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,8,11,15,16,26,18,19,13,6,8,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,13,23,22,25,21,17,11,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,13,30,19,28,17,20,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,14,31,33,22,15,12,8,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,7,10,17,25,17,15,15,18,7,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,6,18,30,30,29,15,7,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,6,21,19,24,33,19,8,12,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,10,12,22,28,20,17,20,9,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,9,19,16,24,17,24,9,12,7,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,5,4,6,15,16,14,17,21,16,12,10,5,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
3547,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,6,8,11,18,19,20,17,15,8,6,9,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,8
3548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,4,3,6,9,10,12,13,19,23,12,11,8,9,2,2,3,0,0,0,0,0,0,0,1,8
3549,1,0,0,1,1,0,0,0,0,0,2,2,1,1,4,5,4,5,13,16,23,9,20,16,10,3,7,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3550,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,2,3,9,6,9,11,15,10,17,18,10,7,11,10,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3551,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,3,0,6,6,24,24,16,11,12,11,8,4,5,5,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3552,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,1,1,3,4,10,4,5,5,9,10,11,12,10,9,4,1,4,4,8,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3553,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,2,3,6,8,4,5,3,5,7,9,2,7,5,4,6,6,5,7,2,1,2,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9
3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,5,1,3,2,5,9,6,4,3,4,5,3,3,4,4,1,4,4,2,5,1,4,2,1,2,0,1,0,0,1,1,0,0,0,0,9
3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,3,0,4,1,2,2,4,6,2,7,6,8,8,4,2,7,7,3,6,5,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,9
3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,5,2,3,3,2,5,9,6,5,8,5,4,6,4,9,6,4,9,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,9
3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,2,2,6,3,8,1,2,3,4,5,6,4,7,9,3,5,5,5,4,5,2,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,9
3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,1,4,2,6,3,5,8,2,4,4,5,2,4,11,9,1,6,5,6,2,1,2,3,0,1,0,0,0,1,0,0,0,0,0,9
3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,2,2,5,3,4,7,4,3,5,2,5,6,7,6,6,5,3,2,5,3,4,6,1,1,0,0,0,1,0,0,0,0,0,9
3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,2,1,4,4,7,4,3,5,7,11,5,4,7,2,7,0,4,5,4,1,2,2,4,0,3,1,1,1,0,0,0,0,9
3561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3,0,2,1,1,4,6,1,5,9,7,4,7,3,4,6,4,3,4,2,6,2,7,1,1,4,2,0,0,0,0,0,9
3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,5,6,5,4,8,4,4,0,8,5,6,7,10,6,7,6,2,2,0,2,3,1,0,0,3,0,0,0,9
3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,5,2,5,9,2,2,6,10,6,3,4,8,6,5,8,5,3,4,1,3,2,1,3,0,0,0,0,9
3564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4,7,2,1,4,5,6,4,7,1,6,8,3,10,9,9,3,6,4,1,1,1,0,1,1,0,1,9
3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,5,6,6,9,6,11,10,6,6,7,6,4,8,1,5,6,1,0,2,2,0,0,9
3566,0,0,0,0,0,1,2,4,5,3,6,5,7,6,2,7,8,4,7,6,11,5,4,4,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,6,3,2,6,12,6,10,13,7,9,10,3,7,5,3,1,4,2,0,0,1,9
3568,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,5,9,9,11,7,7,10,9,12,7,6,4,4,1,1,1,1,2,9
3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,3,10,7,7,6,4,6,7,13,6,12,6,4,8,2,3,2,3,0,9
3570,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,6,4,2,8,10,9,11,9,11,3,7,8,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3571,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,4,6,8,12,19,16,12,10,5,6,2,1,6,4,1,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3572,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,5,4,8,8,12,12,11,7,8,5,9,4,4,3,1,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,7,3,6,8,7,11,7,10,9,8,8,2,5,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,6,3,4,3,10,12,12,10,8,8,18,5,6,3,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,4,5,2,8,9,4,11,14,7,9,5,3,4,4,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3576,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,6,3,6,7,4,4,4,4,7,3,5,3,4,2,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3577,2,0,0,1,1,1,0,1,2,0,1,3,4,5,5,3,4,6,2,4,4,0,3,0,1,6,3,1,9,6,7,3,6,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,3,4,1,0,2,9
3578,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,3,4,6,7,6,5,2,3,6,7,3,1,1,3,4,6,10,6,11,5,2,5,0,3,2,1,1,0,0,0,0,0,0,0,0,1,8
3579,0,1,0,0,0,1,2,2,0,2,0,1,0,1,1,2,5,9,7,6,8,5,3,2,2,6,9,3,3,9,10,7,9,4,8,2,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1,3,1,1,1,10,7,4,8,4,3,7,6,4,4,11,6,9,13,6,5,5,8,2,3,0,0,0,1,0,0,0,0,7
3581,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,1,3,1,1,0,2,0,5,5,3,5,6,8,8,7,3,7,5,10,14,11,10,6,6,0,3,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3582,0,0,0,1,0,0,0,3,1,1,2,1,0,2,3,4,9,5,8,7,11,6,8,7,5,10,10,7,8,8,3,5,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1,1,1,3,0,1,1,0,3,11,8,3,9,5,10,12,7,13,12,9,7,7,5,5,3,1,2,1,0,0,1,0,0,0,6
3584,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,3,2,4,2,1,1,3,7,7,5,11,9,11,12,8,9,15,9,13,7,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
3585,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,2,2,2,0,5,1,1,6,11,7,11,8,11,11,10,13,9,10,8,7,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3586,0,0,1,0,0,0,0,1,0,0,0,2,1,3,5,12,8,8,13,10,7,10,15,13,14,9,7,5,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,22,18,26,22,19,5,9,9,2,0,1,0,0,0,0,0,0,0,0,0,5
3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,7,41,50,24,14,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3589,2,1,2,0,0,1,1,8,3,5,8,21,41,26,19,11,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,6,13,15,14,16,12,14,6,14,16,3,3,3,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5
3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,5,10,7,19,17,17,17,11,10,7,2,2,4,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,10,12,17,18,20,14,10,9,10,6,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,5,13,8,9,16,8,11,15,8,9,2,11,2,2,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,13,9,8,16,13,11,10,11,12,3,8,3,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,10,14,10,14,10,13,9,8,4,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,2,3,3,3,2,1,0,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
